state_code,latitude,longitude,zip_code,city,name,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
CA,37.392443,-122.072517,94110,San Francisco,Meraki,c:1731,0,1,1,1,1,1,2.25,1,acquired
TX,30.280148,-97.749908,78701,Austin,MPOWER Mobile,c:39755,1,0,0,0,0,0,1.0,1,closed
WA,47.638456,-122.356965,98109,Seattle,Haute Secure,c:134,0,1,1,0,0,0,1.5,1,acquired
MD,39.116333,-77.18130699999998,20814,Bethesda,Intelliworks,c:6313,0,0,1,1,1,1,2.5,1,acquired
OR,45.520247,-122.674195,97209,Portland,Meridian,c:107746,1,1,0,0,0,0,3.0,0,acquired
NY,40.723652,-73.985281,10016,New York,Kluster,c:2566,0,1,0,0,0,0,1.0,1,acquired
PA,40.602206,-75.47127900000002,18106,Allentown,International Battery,c:47440,0,0,0,0,1,0,1.0,0,closed
NY,37.480999,-122.173887,10016,New York,Jingle Networks,c:44,1,1,1,1,1,1,3.1667,1,acquired
MA,42.5656454,-71.3222696,01862-2000,North Billerica,SemEquip,c:30527,1,0,0,0,0,0,2.0,1,acquired
CA,34.054935,-118.244476,90017,Los Angeles,ItsGoinOn,c:83176,0,1,0,0,0,0,1.0,0,closed
CO,39.750152,-104.99643799999998,80202,Denver,mSnap,c:20488,0,0,1,0,0,0,1.0,1,acquired
GA,34.062588,-84.16923,30097,Duluth,Biofisica,c:24570,1,0,1,0,0,0,3.0,1,closed
CA,37.406914,-122.09037,94043,Mountain View,Ardian,c:20506,0,0,1,1,1,0,4.0,1,acquired
RI,51.43247,-2.664213,2903,Providence,Tracelytics,c:69279,0,1,1,0,0,0,4.0,1,acquired
CA,37.791388,-122.392148,94105,San Francisco,Canopy Financial,c:23192,0,0,0,1,1,0,1.0,1,closed
CA,37.788482,-122.409173,94102,San Francisco,Kyte,c:38,0,1,1,1,0,0,3.0,1,acquired
MA,42.393662,-71.25585500000003,2451,Waltham,Ounce Labs,c:7376,1,0,0,0,1,0,2.5,1,acquired
MA,42.496515,-71.480233,1719,Boxborough,Crossbeam Systems,c:16070,0,0,0,0,0,0,5.5,1,acquired
CA,37.534538,-122.252466,94065,Redwood City,PacketHop,c:53814,0,0,0,0,1,0,4.0,1,closed
UT,40.767013,-111.890431,84124,Salt Lake City,Inaura,c:53831,1,0,0,0,0,0,1.0,0,closed
TX,30.161661,-95.471256,77380,The Woodlands,DynaPump,c:24040,0,0,0,1,0,0,3.0,0,closed
CA,37.424298,-122.139809,94306,Palo Alto,Immunet Corporation,c:40762,0,0,1,0,0,0,2.0,1,acquired
TX,30.280148,-97.749908,78701,Austin,CopperEgg Corporation,c:75008,0,0,1,0,0,0,1.5,1,acquired
CA,37.40047,-122.072981,94041,Mountain View,Wink,c:197,0,0,1,0,0,0,2.0,1,acquired
CA,37.767575,-122.411157,94103,San Francisco,PopularMedia,c:3087,0,0,0,1,1,0,2.5,1,acquired
CA,37.779281,-122.419236,94105,San Francisco,Miyowa,c:23098,0,0,1,1,0,0,2.0,1,acquired
MA,42.504817,-71.195611,1803,Burlington,Intrusic,c:45792,0,0,1,1,0,0,3.0,1,closed
WA,47.603832,-122.330062,98103,Seattle,Dashwire,c:37215,1,0,1,0,0,0,1.6667,1,acquired
CA,37.780883,-122.395257,94107,San Francisco,Reddit,c:314,0,1,0,0,0,0,1.0,1,acquired
CA,37.779281,-122.419236,94108,San Francisco,Pure Digital Technologies,c:3991,1,1,0,0,0,0,4.0,1,acquired
CA,37.789429,-122.276524,94501,Alameda,Voxify,c:16892,1,0,0,1,0,1,3.6667,1,acquired
NC,35.986906,-78.896718,27701,Durham,EvoApp,c:38460,0,1,1,0,0,0,9.5,0,closed
NY,40.750519,-73.993494,10001,New York,Visual Revenue,c:64959,0,1,1,0,0,0,3.0,1,acquired
CA,37.484347,-122.225803,94063,Redwood City,Calibra Medical,c:36484,1,0,0,0,0,1,5.0,1,acquired
CA,37.566009,-122.321646,94401,San Mateo,Offermatic,c:47270,0,1,1,0,0,0,3.0,1,closed
MA,42.2960173,-71.2128734,2494,Needham,HiWired,c:17433,1,0,0,1,0,0,1.5,1,acquired
FL,26.106273,-80.41894,33327,Weston,DateMyFamily.com,c:144687,0,1,0,0,0,0,1.0,0,closed
CA,37.4027811,-122.1441615,94304,Palo Alto,Hyperic,c:6592,0,0,1,1,0,0,2.0,1,acquired
CA,37.779281,-122.419236,94104,San Francisco,Optimal,c:34545,0,0,1,1,0,0,5.0,1,acquired
CA,34.430786,-119.715074,93101,Santa Barbara,SendMeHome.com,c:17030,0,1,0,0,0,0,2.0,0,closed
CA,37.448944,-122.161415,94301,Palo Alto,Q-magic,c:13358,0,1,0,0,0,0,1.0,0,closed
CA,34.005914000000004,-118.488129,90034,Los Angeles,Geodelic Systems,c:10610,1,0,1,1,0,0,2.0,1,closed
CA,34.019657,-118.487549,90401,Santa Monica,BlockBeacon,c:68470,0,1,0,0,0,0,1.0,0,acquired
CA,37.390501,-122.081151,94041,Mountain View,PostPath,c:10197,0,0,0,1,1,0,2.5,1,acquired
CA,37.386778,-121.966277,95054,Santa Clara,Attune Systems,c:33771,1,0,0,1,0,0,4.0,1,closed
CA,37.779507,-122.39071,94107,San Francisco,TokBox,c:437,0,0,1,1,1,0,3.6667,1,acquired
CA,37.391642,-122.09393500000002,94040,Mountain View,Avega Systems,c:15870,1,0,0,1,0,0,3.0,1,closed
MD,39.2328783,-76.8204666,Maryland 21045,Columbia,Heartscape,c:20062,0,0,0,1,0,0,1.0,1,acquired
CA,37.419819,-122.09018799999998,94043,Mountain View,PeerMe,c:281,0,0,1,0,0,0,3.0,0,closed
WA,47.657943,-117.421226,99202,SPOKANE,Pacinian,c:19869,1,0,0,0,0,0,1.0,0,closed
MA,42.485691,-71.19861999999998,1803,Burlington,neoSaej,c:8251,1,0,1,0,0,0,2.0,1,closed
WA,39.78373,-100.445882,98104,Seattle,Kiha Software,c:60243,0,0,1,0,0,0,1.0,0,closed
MA,42.372912,-71.118999,2138,Cambridge,Vlingo,c:513,1,0,1,1,0,0,2.0,1,acquired
MA,42.432106,-71.453968,1754,Maynard,Tizor Systems,c:19483,0,0,0,1,0,0,5.0,1,acquired
MD,39.414219,-77.410927,21703,Frederick,Cerona Networks,c:49341,0,0,1,0,0,0,1.0,0,closed
CA,37.54827,-121.988572,94538,Fremont,Oorja Protonics,c:31764,0,0,1,1,0,0,3.5,1,closed
TX,30.280148,-97.749908,78701,Austin,Hurricane Party,c:51969,0,1,0,0,0,0,1.0,0,closed
CA,37.384239,-122.012475,94085,Sunnyvale,Minekey,c:1284,0,1,1,0,0,0,1.0,0,closed
NY,40.728425,-73.999882,10012,New York,Blip,c:24029,0,1,1,1,1,1,2.0,1,acquired
CA,37.779281,-122.419236,94105,San Francisco,Fabkids,c:166772,0,0,1,0,0,0,2.0,0,acquired
CA,37.424298,-122.139809,94306,Palo Alto,CafeBots,c:59709,0,0,1,0,0,0,1.0,1,closed
CA,32.897274,-117.201076,92121,San Diego,Avaak,c:11888,0,0,1,1,0,0,3.5,1,acquired
ME,43.643967,-70.923675,4095,West Newfield,Newfield Design,c:158294,0,0,1,0,0,0,3.0,0,closed
NY,40.73901,-73.997259,10011,New York,Savored,c:58550,0,1,1,0,0,0,4.0,1,acquired
CA,37.764726,-122.394523,94107,San Francisco,Digg,c:4,0,0,1,1,1,1,4.6667,1,acquired
NY,40.74731129999999,-73.95491820000002,11101,Long Island City,Songza,c:1475,1,0,0,0,0,0,8.0,1,acquired
CA,37.536402,-122.325129,94065,Redwood City,Bigfoot Networks,c:23134,1,0,1,1,0,0,2.3333,1,acquired
CA,37.786942,-122.401245,94105,San Francisco,Kongregate,c:453,0,0,1,1,1,0,2.0,1,acquired
CA,37.778613,-122.395289,94107,San Francisco,Powerset,c:30,1,0,1,0,0,0,4.0,1,acquired
CA,37.792394,-122.402349,94104,San Francisco,Kiptronic,c:282,0,1,1,1,0,0,2.0,1,acquired
WA,39.78373,-100.445882,98104,Seattle,Cozi Group,c:6340,1,0,1,1,0,0,1.3333,1,closed
WA,47.582658,-122.135282,98007,Bellevue,Likewise Software,c:9599,0,0,0,0,1,0,3.0,1,acquired
NY,40.73901,-73.997259,10011,NY,Lifestander,c:63621,0,1,0,0,0,0,2.0,0,closed
CA,37.451026,-122.18676,94025,Menlo Park,Jaxtr,c:251,0,0,1,1,0,0,3.3333,1,acquired
CO,39.540323,-104.857271,80112,Englewood,MX Logic,c:12285,0,0,0,0,0,0,5.0,1,acquired
CA,33.020832,-117.077311,90275,Solana Beach,Metaplace,c:885,1,0,1,1,0,0,4.0,1,acquired
NY,37.402802,-122.117418,10004,New York,TravelMuse,c:1704,0,0,1,1,0,0,2.0,1,acquired
CA,37.782101,-122.389519,94105,San Francisco,Jambool,c:5986,0,0,1,1,0,0,2.5,1,acquired
GA,33.7862629,-84.3877936,30309,NW Atlanta,Zipcar,c:23756,1,0,0,1,0,1,2.0,1,acquired
CA,37.78227879999999,-122.392978,94107,San Francisco,Hitpost,c:43172,0,1,0,0,0,0,3.6667,1,acquired
CA,37.778551,-122.391686,94107,San Francisco,Home-Account,c:20637,1,0,1,0,0,0,5.5,1,acquired
PA,40.012771,-75.239234,19004,Bala Cynwyd,PayParade Pictures,c:20033,0,1,1,0,0,0,2.0,1,closed
CA,37.628328,-122.420814,94066,San Bruno,Planet Metrics,c:13504,0,0,1,0,0,0,2.0,1,closed
CA,37.7885714,-122.40359850000002,94108,San Francisco,kwiry,c:3185,0,0,1,0,0,0,1.0,1,closed
CA,37.779624,-122.391236,94107,San Francisco,imeem,c:725,1,1,1,1,0,0,2.4,1,acquired
IL,42.055849,-87.694664,60201,Evanston,Amadesa,c:13921,0,0,1,1,0,0,2.0,1,closed
CA,37.4305755,-122.0971389,94043,Mountain View,Cast Iron Systems,c:24549,0,0,0,0,0,1,4.5,1,acquired
CA,33.133524,-117.254593,92010,Carlsbad,Aptera,c:5952,1,0,0,0,1,0,1.5,1,closed
CA,37.779281,-122.419236,94111,San Francisco,RentJuice,c:43183,1,0,0,0,0,0,1.6667,1,acquired
CA,32.901049,-117.192656,92121,San Diego,Verari Systems,c:41968,0,0,0,0,1,0,5.0,1,closed
CA,37.316653,-122.05074,95014,Cupertino,Parascale,c:5485,0,0,1,0,0,0,2.0,1,acquired
CA,34.090368,-118.393064,90069,West Hollywood,Geni,c:9,0,0,1,1,1,0,1.3333,1,acquired
CA,37.794891,-122.397901,94111,San Franciso,Zentact,c:15129,0,1,0,0,0,0,3.0,0,closed
NY,40.70438220000001,-73.98657170000001,10010,New York,Outside.in,c:339,0,1,1,1,0,0,5.8,1,acquired
NY,40.756054,-73.986951,10001,New York,Salesforce Buddy Media,c:967,1,0,1,1,1,1,3.8,1,acquired
CA,37.797435,-122.403175,94017,San Francisco,Vizu Corporation,c:2925,0,0,1,1,0,0,4.0,1,acquired
CA,37.388077,-122.08316,94041,Mountain View,Zing Systems,c:86,0,0,1,0,1,0,2.5,1,acquired
MA,42.504817,-71.195611,1803,Burlington,DynamicOps,c:69834,0,0,0,1,0,0,2.0,1,acquired
TX,30.409765000000004,-97.75101,78759,Austin,Movero Technology,c:44434,1,0,1,0,0,0,2.0,0,acquired
CA,32.962655,-117.189656,92130,San Diego,Elevation Pharmaceuticals,c:40417,1,0,1,1,0,0,4.3333,1,acquired
CA,37.4233698,-122.09868590000002,94303,Palo Alto,Punch Entertainment,c:18897,0,0,1,0,0,0,1.0,0,closed
NY,40.729839,-73.991781,10003,New York,Stickybits,c:43416,0,1,1,0,0,0,2.5,1,closed
CA,37.779281,-122.419236,94108,San Francisco,Ecast,c:23692,1,0,0,0,0,1,4.5,1,closed
NY,40.730646,-73.986614,10013,New York,lifeIO,c:28162,0,1,0,0,0,0,5.0,0,closed
CA,34.049767,-118.459387,90405,Santa Monica,EdgeCast Networks,c:1587,0,1,1,1,1,1,1.75,1,acquired
TX,32.945353999999995,-96.708874,75081,Richardson,Sirific Wireless,c:26988,0,0,0,0,1,0,7.0,1,acquired
MI,42.8138649,-86.02384599999998,49464,Zeeland,Revetto,c:26390,0,1,0,0,0,0,1.0,0,closed
VA,38.969532,-77.385948,20170,Herndon,ZoomSafer,c:32094,0,1,1,1,0,0,1.5,0,acquired
NJ,40.944543,-74.075419,7652,Paramus,AkaRx,c:39364,1,0,0,0,0,0,2.0,1,acquired
PA,40.441694,-79.990086,15213,Pittsburgh,Lama Lab,c:51623,1,0,0,0,0,0,1.0,1,closed
CA,37.425359,-122.1389633,94306,Palo Alto,Buysight,c:8676,0,0,1,1,0,0,3.6667,1,acquired
CA,37.764169,-122.402021,94110,San Francisco,TripIt,c:767,0,1,0,1,1,0,1.6667,1,acquired
NY,40.757929,-73.985506,10010,New York,Pinch Media,c:6011,1,1,0,0,0,0,3.5,1,acquired
MN,44.9773,-93.265469,55311,Minneapolis,Enstratius,c:31794,0,0,1,0,0,0,2.0,1,acquired
MA,42.368633,-71.075305,2210,Boston,Jumptap,c:10054,1,0,1,1,1,1,4.5,1,acquired
CA,37.40909600000001,-121.94319099999998,95134,San Jose,WiChorus,c:14036,1,0,1,1,1,0,2.5,1,acquired
NC,35.996653,-78.90180500000002,27713,Durham,Hatteras Networks,c:38123,1,0,0,0,0,1,3.5,1,acquired
CA,37.793949,-122.398062,94111,San Francisco,Focus,c:16709,0,0,0,0,1,0,3.0,1,closed
NY,40.730646,-73.986614,10005,New York,easy2comply (Dynasec),c:46901,0,0,1,0,0,0,3.0,1,acquired
CA,38.88521,-76.998641,94107,San Francisco,Socialize,c:18056,0,1,0,0,0,0,1.0,0,acquired
WA,30.6324797,-86.9843446,98033,Kirkland,Clearwire,c:13219,0,0,0,0,0,0,4.25,1,acquired
TX,32.960431,-96.83026,75001,Addison,CREDANT Technologies,c:44576,0,0,0,0,1,0,5.0,1,acquired
NY,40.750519,-73.993494,10001,New York,Exclusively.in,c:55043,0,0,1,1,0,0,2.5,1,acquired
CA,37.406914,-122.09037,94043,Mountain View,Avidia,c:31832,0,0,0,1,1,0,4.5,1,acquired
CA,33.685697,-117.825982,92612,Irvine,PayDivvy,c:51021,0,1,0,0,0,0,1.0,0,acquired
MA,42.479262,-71.152277,1801,Woburn,Octavian,c:42672,0,0,1,1,0,0,2.5,1,closed
NY,40.75166110000001,-73.9843328,10011,New York,KickApps,c:130,0,0,1,1,1,0,3.0,1,acquired
MA,42.504817,-71.195611,1803,Burlington,Airwide Solutions,c:47601,0,0,0,0,0,1,5.0,1,acquired
MA,42.360253,-71.058291,2210,Boston,Localocracy,c:60087,0,1,0,0,0,0,1.0,0,acquired
NY,40.730646,-73.986614,10013,New York City,Pixable,c:24853,0,0,1,1,0,0,1.0,1,acquired
CA,37.862592,-122.493561,94939,Larkspur,mFoundry,c:14608,1,0,0,1,1,0,4.0,1,acquired
CA,34.098242,-118.35697,90046,Los Angeles,Bevvy,c:65389,0,1,0,0,0,0,1.0,0,closed
WA,47.6399006,-122.1914274,98104,Seattle,Livemocha,c:1767,1,0,1,1,1,0,1.5,1,acquired
CA,37.626166,-122.411025,94066,San Bruno,IronPort Systems,c:6012,0,0,0,1,0,1,4.0,1,acquired
CA,37.779281,-122.419236,94108,San Francisco,Crowdcast,c:44976,0,0,1,0,0,0,2.0,1,acquired
MA,42.360253,-71.058291,2114,Boston,Where,c:2275,0,0,1,1,1,0,2.5,1,acquired
NY,40.756054,-73.986951,10003,New York,Pictela,c:16611,1,0,1,0,0,0,1.5,1,acquired
CA,37.502742,-122.211281,94063,Redwood City,Grouply,c:975,0,1,1,0,0,0,3.6667,1,acquired
CA,37.779281,-122.419236,94103,San Francisco,Storify,c:51332,0,1,1,0,0,0,1.3333,1,acquired
CA,33.685697,-117.825982,92618,Irvine,Axiom Microdevices,c:25713,1,0,0,0,0,0,4.0,1,acquired
CA,34.019657,-118.487549,90404,Santa Monica,ShoeDazzle,c:36151,1,0,1,1,1,0,2.3333,1,acquired
NY,40.74929,-73.981328,10016,New York,LiftDNA,c:148576,0,1,0,0,0,0,3.5,0,acquired
CA,37.424298,-122.139809,94306,Palo Alto,Onavo,c:73586,0,0,1,1,0,0,3.0,1,acquired
MA,42.37564,-71.2358,2451,Waltham,Pyxis Mobile,c:46070,1,0,1,1,0,0,2.3333,1,closed
CA,37.354469,-121.990433,95051,Santa Clara,Link_A_Media Devices,c:84867,1,0,0,0,1,1,3.3333,1,closed
MA,42.37564,-71.2358,2451,Waltham,Guardium,c:12171,0,0,0,0,1,1,4.5,1,acquired
NV,35.96544,-115.106579,89052,Henderson,Trooval,c:45413,1,0,0,0,0,0,1.0,1,closed
MA,42.346743,-71.07663199999998,2116,Boston,Compete,c:1285,1,0,1,1,1,0,2.5,1,acquired
VA,38.872668,-77.367981,22102,McLean,Rollstream,c:13730,0,0,1,1,0,0,1.5,1,acquired
CA,37.404788,-121.940842,95134,San Jose,NeoGuide Systems,c:31936,0,0,0,0,1,0,1.0,1,acquired
CA,37.386778,-121.966277,95054,Santa Clara,Accept Software,c:32011,1,0,1,1,1,0,2.0,1,acquired
CA,37.444531,-122.163352,94301,Palo Alto,Milo,c:22203,0,1,1,0,0,0,12.5,1,acquired
CA,37.37968400000001,-121.97514,95054,Santa Clara,Mimosa Systems,c:10512,1,0,0,1,1,1,5.0,1,acquired
NY,37.809782,-122.417306,10003,New York,Surphace,c:105,0,0,1,1,0,0,5.5,1,acquired
CA,37.388869,-122.072353,94041,Mountain View,Cloudmeter,c:60436,0,0,1,0,0,0,1.0,0,acquired
CA,37.384756,-122.087712,94010,Burlingame,Zecter,c:5779,1,1,1,0,0,0,1.6667,1,acquired
MA,42.6161515,-71.3258687,1851,Lowell,Dimdim,c:3413,0,0,1,1,0,0,2.0,1,acquired
CA,34.01695,-118.451933,90405,Santa Monica,TeleFlip,c:6049,0,0,1,1,0,0,1.0,1,closed
WA,47.614422,-122.192337,98004,Bellevue,MessageGate,c:58998,1,0,0,0,0,0,5.0,1,closed
NY,40.825655,-73.46762199999998,11797,Woodbury,Cloverleaf Communications,c:39283,0,0,0,0,1,0,3.0,1,acquired
CA,37.381876,-121.95993,95054,Santa Clara,SkyPilot Networks,c:13681,1,0,1,0,1,1,4.0,1,acquired
CA,37.779281,-122.419236,94103,San Francisco,Zencoder,c:21762,0,1,1,0,0,0,8.5,1,acquired
NY,40.730646,-73.986614,10010,New York,Storm Exchange,c:39801,1,0,1,0,0,0,2.0,1,closed
NY,40.729839,-73.991781,10003,New York,The Huffington Post,c:1388,1,0,1,1,1,0,2.5,1,acquired
CA,37.419347,-122.089639,94043,Mountain View,Exaprotect,c:11307,0,0,1,0,0,0,6.0,1,acquired
MA,42.537592,-71.51201,1460,Littleton,Akorri Networks,c:37929,1,0,1,1,1,0,3.0,1,acquired
CA,34.054935,-118.244476,90032,Los Angeles,Giiv,c:47115,0,1,1,0,0,0,2.5,1,closed
CA,34.141876,-118.132377,91203,Glendale,MyShape,c:11817,1,0,0,1,1,0,3.0,1,closed
TX,30.2702703,-97.742204,78701,Austin,BlackLocus,c:81476,0,0,1,0,0,0,2.0,1,acquired
IL,41.889474,-87.628912,60610,Chicago,FeedBurner,c:155,0,0,1,1,0,0,4.0,1,acquired
NY,40.73901,-73.997259,10011,New York,DailyBurn,c:9822,0,1,0,0,0,0,2.5,1,acquired
CA,37.780716,-122.39391299999998,94107,San Francisco,CastTV,c:93,0,1,1,0,0,0,2.0,1,acquired
NY,40.750519,-73.993494,10001,New York,Venmo,c:37635,0,1,1,0,0,0,6.0,1,acquired
NY,40.752516,-73.973072,10017,New York,WeShow,c:1627,0,0,1,0,0,0,2.0,0,closed
CA,37.785655,-122.398393,CA 94105,San Francisco,SenSage,c:15294,1,0,0,0,1,1,3.8,1,acquired
MA,42.528635,-71.27802199999998,1821,Billerica,Luminus Devices,c:27163,0,0,0,1,0,1,4.3333,1,acquired
CA,32.88945,-117.166929,92121,San Diego,Tapioca Mobile,c:3267,1,1,0,0,0,0,1.0,1,closed
NY,40.728425,-73.999882,10012,New York,BestVendor,c:77139,0,1,1,0,0,0,3.0,1,acquired
WA,47.59896810000001,-122.33290359999998,98104,Seattle,Local Marketers,c:9085,1,0,0,0,0,0,1.0,1,closed
CA,37.222698,-121.979887,95030,Los Gatos,Eyeona,c:80259,0,0,0,0,0,0,1.0,0,closed
CO,39.937989,-105.058729,80021,Broomfield,ColdSpark,c:26806,1,0,0,0,0,0,1.0,1,acquired
CA,37.561111,-122.27048700000002,94404,Foster City,Etology,c:18080,0,0,1,0,0,0,3.0,0,closed
CA,37.391642,-122.09393500000002,94040,Mountain View,Wander (f. YongoPal),c:55592,1,1,0,0,0,0,2.0,1,closed
OR,45.520247,-122.674195,97214,Portland,CrowdCompass,c:74928,0,0,1,0,0,0,1.0,0,acquired
NY,40.74632,-73.982607,10011,New York,Right Media,c:2731,0,0,0,1,0,0,1.0,0,acquired
MA,42.360253,-71.058291,2111,Boston,Goby,c:32383,0,0,1,0,0,0,2.0,1,acquired
TX,30.280148,-97.749908,78701,Austin,FiveRuns,c:1419,0,0,1,1,0,0,1.0,1,acquired
CA,34.066697,-118.383367,90211,Beverly Hills,GeekStatus,c:53304,0,1,0,0,0,0,1.0,0,closed
CT,54.983201,-1.574631,6103,Hartford,MOLI,c:1899,0,0,1,1,0,0,2.0,0,closed
CO,39.616435,-104.879925,80111,Greenwood Village,TrenStar,c:29168,1,0,0,0,0,0,1.0,0,acquired
WA,47.603832,-122.330062,98109,Seattle,World Blender,c:60352,0,1,0,0,0,0,1.0,1,closed
MD,38.988766,-76.940952,20742,College Park,Zymetis,c:39507,1,0,0,0,0,0,1.0,0,closed
NY,40.729839,-73.991781,10003,New York,Dispatch,c:82843,0,1,0,0,0,0,6.0,1,acquired
CA,34.054935,-118.244476,90015,Los Angeles,HauteLook,c:23052,0,0,0,1,1,0,1.5,1,acquired
TX,32.969251,-96.823778,75001,Addison,Semantra,c:10969,1,0,0,1,1,0,1.0,0,closed
CA,38.223032,-122.261642,94558,Napa,Inertia Beverage Group,c:6150,1,0,0,1,0,0,2.5,1,closed
CA,37.779281,-122.419236,94103,San Francisco,Sponge,c:46129,0,1,0,0,0,0,1.0,1,acquired
NY,40.730646,-73.986614,10119,New York,Genesis Networks,c:36936,1,0,0,1,0,0,2.0,1,acquired
CA,37.763652,-122.421778,94110,San Francisco,Mogad,c:1760,0,0,1,0,0,0,4.0,1,acquired
CA,37.393679,-122.079017,94041,Mountain View,Meebo,c:173,0,0,1,1,1,1,2.8,1,acquired
IL,42.048203,-88.03156899999998,60143,Itasca,Accertify,c:6520,1,0,1,0,0,0,1.0,1,acquired
MA,37.09024,-95.712891,2142,Cambridge,N2N Commerce,c:1725,1,0,0,0,0,0,2.0,1,acquired
MA,42.447318,-71.2245,2421,Lexington,StreamBase Systems,c:26007,0,0,0,1,1,1,3.25,1,acquired
CA,37.381341,-121.977065,95054-2913,Santa Clara,Provigent,c:16189,0,0,0,0,0,1,3.0,1,acquired
MA,42.375518,-71.27229200000002,2451,Waltham,Navic Networks,c:6117,0,0,1,1,1,0,2.6667,1,acquired
CA,33.685697,-117.825982,92618,Irvine,Integrien,c:45696,1,0,1,1,0,0,2.6667,1,acquired
CA,37.441537,-122.158332,94301,Palo Alto,Generic Media,c:56580,1,0,0,0,0,0,2.0,1,closed
FL,28.0385347,-82.5068513,33618,Tampa,Persystent Technologies,c:23072,0,0,0,1,1,1,4.5,1,acquired
NY,40.730646,-73.986614,10013,New York,WireImage,c:49442,0,0,0,0,1,0,4.0,1,acquired
CA,37.779281,-122.419236,94110,San Francisco,Hello Chair,c:38794,1,1,0,0,0,0,3.5,1,closed
CA,37.573045,-122.2823,94404,Foster City,Encentuate,c:58018,0,0,0,1,0,0,3.0,1,acquired
CA,37.762185,-122.467269,94104,San Francisco,Consorte Media,c:921,0,0,0,1,0,0,2.0,1,acquired
NY,40.730646,-73.986614,10004,New York,Triples Media,c:71120,0,1,0,0,0,0,1.0,0,closed
NY,40.73901,-73.997259,10011,New York,RightsFlow,c:20146,0,0,1,0,0,0,1.0,0,acquired
WA,47.617838,-122.356027,98104,Seattle,thePlatform,c:7440,1,0,0,0,0,0,1.0,1,acquired
CA,34.018275,-118.495025,90401,Santa Monica,Docstoc,c:512,0,0,1,1,0,0,3.0,1,acquired
CA,37.7611016,-122.4160008,94110,San Francisco,TwtBks,c:25808,0,1,0,0,0,0,1.0,0,closed
CA,37.484347,-122.225803,94063,Redwood City,Zenprise,c:20117,1,0,0,1,1,0,3.6667,1,acquired
CA,40.787878000000006,-74.388207,94402,San Mateo,Picateers,c:10398,0,0,1,1,0,0,1.0,1,closed
CA,37.779281,-122.419236,94111,San Francisco,Vontu,c:14854,0,0,0,0,1,1,4.5,1,acquired
TX,30.409765000000004,-97.75101,78759,Austin,NextIO,c:37647,0,0,0,1,1,0,2.6667,1,closed
CA,34.154942600000005,-118.6545471,91302,Calabasas,Emergent Game Technologies,c:18875,1,0,0,0,0,1,5.6667,1,acquired
CA,37.775206,-122.419209,94107,San Francisco,threadsy,c:27591,0,0,1,1,0,0,2.0,1,acquired
NY,40.750519,-73.993494,10001,New York,Sonar.me,c:76274,0,1,0,0,0,0,2.0,1,closed
OH,39.099909,-84.504243,45202,Cincinnati,StyleZen,c:150577,0,1,0,0,0,0,1.0,0,closed
MA,42.492256,-71.13454899999998,1864,North Reading,Kiva Systems,c:12052,0,0,1,0,1,0,2.0,1,acquired
CA,37.391727,-122.077597,94041,Mountain View,Krillion,c:3180,0,0,1,0,0,0,2.0,1,acquired
OH,39.099909,-84.504243,45202,Cincinnati,Transactiv,c:33912,0,0,1,0,0,0,4.0,1,closed
CA,34.054935,-118.244476,90049,Los Angeles,nprogress,c:71372,0,0,0,0,0,0,7.0,1,closed
CA,39.762314,-104.982256,94010,Burlingame,Brightkite,c:465,1,1,0,0,0,0,1.0,1,acquired
CA,37.7915,-122.40045,94104,San Francisco,Peanut Labs,c:17430,0,0,1,1,0,0,1.5,1,acquired
MA,42.354023,-71.05809599999998,2110,Boston,FlipKey,c:4529,0,1,1,0,0,0,2.0,0,acquired
TX,32.997114,-96.676137,75082,Richardson,AppTrigger,c:41957,0,0,0,0,1,0,4.0,1,acquired
UT,40.3310529,-111.7276347,84042,Lindon,Footnote,c:2889,0,0,1,0,0,0,2.0,0,acquired
CA,34.054935,-118.244476,90064,Los Angeles,NextMedium,c:46042,0,0,1,1,0,0,2.5,1,closed
NM,35.084103000000006,-106.650985,87102,Albuquerque,iosil Energy,c:38504,0,0,0,0,0,0,10.0,1,closed
NJ,40.347054,-74.064306,7701,Red Bank,Kurani Interactive,c:25997,0,1,0,0,0,0,2.0,0,closed
CA,37.426316,-122.141082,94306,Palo Alto,Kapow Software,c:2953,0,0,0,1,1,0,2.5,1,acquired
MA,42.360253,-71.058291,2110,Boston,Locately,c:49876,0,1,0,0,0,0,5.0,1,acquired
CA,37.520592,-122.255907,94306,Palo Alto,TrustedID,c:1447,0,0,1,1,0,0,2.0,1,acquired
PA,40.60157589999999,-75.3611135,18015,Bethlehem,Ciclon Semiconductor Device Corporation,c:26114,1,0,1,1,0,0,2.0,1,acquired
CA,37.382162,-122.036301,94086,Sunnyvale,Azingo,c:25688,0,0,1,1,0,0,1.0,0,closed
CA,37.354469,-121.990433,95051,Santa Clara,Vudu,c:335,0,0,1,1,0,0,3.5,1,acquired
MO,38.703764,-90.443832,63043,Saint Louis,"ITOG, Inc.",c:10153,0,1,0,0,0,0,1.0,0,closed
CA,37.387845,-122.055197,94089,Sunnyvale,Plaxo,c:27,0,0,1,1,1,1,2.5,1,acquired
CA,37.550954,-122.315396,94303,Palo Alto,Sharetivity,c:1957,0,0,0,0,0,0,1.0,0,closed
